Type Water Body,State Name,Min Temperature,Max Temperature,Min Dissolved Oxygen,Max Dissolved Oxygen,Min pH,Max pH,Min Conductivity,Max Conductivity,Min BOD,Max BOD,Min Nitrate N + Nitrite N,Max Nitrate N + Nitrite N,Min Fecal Coliform,Max Fecal Coliform,Min Total Coliform,Max Total Coliform,Year
TANK,KARNATAKA,25,25,4.8,6.6,5.4,8.1,123,702,2,7,0.3,2.4,4600,6300000,35000,54000000,2021
TANK,KARNATAKA,24,29,6.9,7.5,7.4,8.4,312,1485,2.5,6,0.3,1.3,350,1400,1600,5400,2021
TANK,KARNATAKA,21,27,5.3,7.1,7.3,7.8,440,530,2,2.6,0.3,0.3,170,700,1200,3500,2021
TANK,KARNATAKA,24,29,7,7.6,7.5,8.4,326,1458,3,6,0.3,0.3,350,1300,1600,5400,2021
TANK,KARNATAKA,23,24,4.6,6,7.3,7.8,320,440,2,2.2,0.3,0.32,200,330,1700,2200,2021
TANK,KARNATAKA,23,25,4.8,6.9,6.5,7.3,394,1543,2,20,1,4,2700,70000,24000,920000,2021
TANK,KARNATAKA,21,27,4.2,5.8,7.7,8.1,390,650,2.1,3,0.3,0.3,210,470,1400,3500,2021
TANK,KARNATAKA,21,32,4,9,8.4,10.3,1180,3819,1.1,16.2,0.4,6.53,920,1840,1600,3200,2021
TANK,KARNATAKA,25,25,1.8,6.3,6.5,8.4,393,1201,4,25,0.4,5.3,3300,2800000,24000,16000000,2021
TANK,KARNATAKA,25,25,0.3,4.1,6.7,7.3,1237,2135,9,101,1.8,16,2100,12000000,24000,92000000,2021
TANK,KARNATAKA,21,27,2.4,5,7.3,8.1,990,4300,3.4,6.8,0.5,1.9,110,700,920,4700,2021
TANK,KARNATAKA,19,26,6,7.4,7.4,8.6,496,764,2.5,6,1.5,3.2,700,1100,4300,5800,2021
TANK,KARNATAKA,23,26,6.7,7.4,7.5,8.2,447,592,3.2,4.1,0.62,0.88,32,79,212,290,2021
TANK,KARNATAKA,25,25,1.3,7.6,6.5,7.7,289,1389,3,40,0.59,6.3,3300,940000,24000,5400000,2021
TANK,KARNATAKA,25,25,3.1,7.2,6.5,8.3,407,1332,3,13,0.4,4.4,3300,6300000,35000,160000000,2021
TANK,KARNATAKA,22,27,3.6,6.9,7.7,8.8,500,2900,2.6,7.2,0.3,1.3,140,400,1100,2800,2021
TANK,KARNATAKA,26,28,5.8,7.4,7.6,8.2,220,370,2.2,6.5,0.3,0.3,-,-,-,-,2021
TANK,KARNATAKA,21,27,5.7,7.3,7.3,7.8,450,540,1.8,2.3,0.3,0.3,93,220,920,1400,2021
TANK,KARNATAKA,27,27,6.9,6.9,8,8.0,330,330,2.3,2.3,1.1,1.1,-,-,-,-,2021
TANK,KARNATAKA,25,25,2.6,6.9,6.6,8.1,397,509,3,28,0.61,3,3100,49000,24000,540000,2021
TANK,KARNATAKA,21,27,5,7,7.5,7.9,370,620,2,3,0.3,0.3,94,270,920,1700,2021
TANK,KARNATAKA,25,25,3.4,6.6,6.2,7.6,213,1240,2,13,0.56,3.8,2300,460000,24000,3500000,2021
TANK,KARNATAKA,25,25,3.4,6.3,6.5,6.8,64,398,3,18,0.3,2.1,4900,11000000,24000,92000000,2021
TANK,KARNATAKA,25,25,4.2,7.1,6.7,8.4,286,1402,3,10,1.03,4.3,2300,170000,24000,1600000,2021
TANK,KARNATAKA,21,27,1.9,3,7.3,8.0,740,1400,3.8,5.8,0.7,1.2,930,2600,7000,13000,2021
TANK,KARNATAKA,25,25,0.3,5.8,6.3,7.6,375,1898,4,38,1.6,7.8,4900,1100000,24000,9200000,2021
TANK,KARNATAKA,26,29,6.5,7.2,7.8,8.8,922,2385,6,18,0.3,2.27,7900,54000,35000,160000,2021
TANK,KARNATAKA,25,25,3.3,7,6.6,8.3,643,1100,4,10,0.3,14.04,3300,33000,24000,350000,2021
TANK,KARNATAKA,25,25,0.3,6.5,6.5,7.4,183,1733,8,174,0.8,45,4600,63000,35000,540000,2021
TANK,KARNATAKA,24,29.5,4.2,8.4,7.2,8.4,770,920,5,34,0.3,3,-,-,-,-,2021
TANK,KARNATAKA,26,29,6.5,7.2,7.5,9.3,962,2156,7,30,0.3,0.36,14000,54000,54000,160000,2021
TANK,KARNATAKA,25,25,1.1,6.4,6.6,8.0,704,1397,3,53,1,6.3,4600,110000,35000,920000,2021
TANK,KARNATAKA,25,25,4.8,7.3,6.5,7.2,151,599,3,4,0.52,2,630,17000,5400,160000,2021
TANK,KARNATAKA,25,25,1,7.1,6.5,8.0,308,773,3,35,0.5,3,4000,79000000,24000,540000000,2021
TANK,KARNATAKA,25,25.1,0.3,6,6.1,8.0,211,1231,3.6,195,0.5,2.99,3300,700000,24000,3500000,2021
TANK,KARNATAKA,24,25,7.3,7.6,7.5,8.2,326,438,1,2.5,0.32,0.92,2,14,10,32,2021
TANK,KARNATAKA,23,25,6.5,6.9,7.3,8.1,620,850,3.2,3.8,0.72,1.92,19,52,76,148,2021
TANK,KARNATAKA,22,27,5.2,6.4,7.4,7.8,380,520,1.8,2.5,0.3,0.3,94,400,920,3300,2021
TANK,KARNATAKA,28,30,4.9,7.9,6.5,7.2,128,224,2,3,2.1,7,23,1600,23,1600,2021
TANK,KARNATAKA,25,25,2.8,6.9,7.2,8.4,896,1365,5,20,2,4,1200,94000,35000,1600000,2021
TANK,KARNATAKA,25,25,1.6,6.5,6.2,7.2,230,1366,2,47,0.56,3.51,3300,150000,24000,1600000,2021
TANK,KARNATAKA,25,25,0.3,5.8,6.7,7.9,1035,1563,5,20,1.15,24,7900,94000,54000,540000,2021
TANK,KARNATAKA,23,28,7.1,7.4,6.8,7.3,163,251,2.2,2.7,0.3,0.79,2,8,19,31,2021
TANK,KARNATAKA,22,27,4.1,6.4,7.4,7.9,450,700,2,2.6,0.3,0.3,170,460,1100,3500,2021
TANK,KARNATAKA,25,25,4.9,6.8,6.5,7.6,267,815,3,8,0.56,3,490,3300000,2400,24000000,2021
TANK,KARNATAKA,22,28,4.5,6.2,7.6,8.1,780,1280,3,4,0.5,1.5,220,610,1600,4000,2021
TANK,KARNATAKA,22,28,5.4,6.5,7.5,7.9,370,470,1.8,2.4,0.3,0.3,140,340,1100,2400,2021
TANK,KARNATAKA,25,28,6,7.3,7.7,8.3,104,330,2,3,0.3,0.47,-,-,-,-,2021
TANK,KARNATAKA,26,30,6,8.2,7.5,8.4,1035,1670,3,6,0.3,1.8,630,1400,2200,5400,2021
TANK,KARNATAKA,25,25,0.3,5.8,6.5,7.6,762,4110,5,83,2,9.19,4000,9400000,35000,54000000,2021
TANK,KARNATAKA,23,25,5.8,6.8,7.1,7.9,732,1340,3.3,4.5,1.02,1.32,13,58,70,196,2021
TANK,KARNATAKA,21,27,4.3,5.9,7.3,7.8,690,1150,2.9,3.8,0.3,0.9,340,490,2200,3500,2021
TANK,KARNATAKA,25,25,0.3,4.8,6.5,7.6,969,2005,5,50,0.8,11.5,4600,940000,35000,5400000,2021
TANK,KARNATAKA,23,26,6.9,7.3,7.7,8.2,581,790,3.4,3.9,0.52,0.79,41,136,221,394,2021
TANK,KARNATAKA,25,26,6.9,7.3,7.7,8.3,876,1008,3.3,3.9,1.02,1.12,21,63,120,185,2021
TANK,KARNATAKA,25,25,0.3,7.1,6.7,9.3,192,450,4,48,0.52,2.08,2700,94000,24000,540000,2021
TANK,KARNATAKA,25,25,0.3,6.5,6.5,8.1,309,5860,3,124,0.8,9,4600,94000,24000,540000,2021
TANK,KARNATAKA,24,25,1.9,6.2,6.5,7.2,667,1330,2,81,0.8,12,2300,110000,24000,920000,2021
TANK,KARNATAKA,25,32,6.2,7.7,7.2,8.3,92,290,2,2.2,0.3,0.5,-,-,-,-,2021
TANK,KARNATAKA,25,25,4,6.9,6.5,8.5,512,1120,4,14,1.2,3.7,140,94000,24000,1600000,2021
TANK,KARNATAKA,25,25,3.1,5.6,6.6,7.6,887,1791,5,14,0.7,8.12,3300,170000,24000,920000,2021
LAKE,KERALA,29,30,5.4,7.8,6.9,7.5,148,1168,1,4,0.3,0.8,2,1400,2,2200,2021
LAKE,KERALA,22,24,5.1,6.1,6.3,7.4,15000,18410,1,3.5,0.3,2.7,100,150,350,610,2021
LAKE,KERALA,29,30,3.1,5.6,6.9,8.0,1285,7651,1.4,5.9,0.3,0.3,200,1700,400,3500,2021
LAKE,KERALA,26,31,5.7,8,6.5,8.7,100,33520,1,2.4,0.3,2.4,100,2000,630,6300,2021
LAKE,KERALA,28,29,6.1,7.9,6.6,7.4,131,1314,1,3.8,0.3,0.3,2,1400,2,4100,2021
LAKE,KERALA,26,27,1.6,3.2,6.4,7.8,173,240,1,7.2,0.3,0.3,920,1700,2100,3100,2021
LAKE,KERALA,20,23,5.1,6.9,6.2,7.6,12140,16130,1,2.3,0.3,1.8,94,140,380,490,2021
LAKE,KERALA,24,30,6.7,8,6.6,7.8,47,73,1,1.2,0.3,0.3,20,80,100,620,2021
LAKE,KERALA,24,26,6.5,7.8,6.7,7.6,36,44,1,1,0.3,0.3,2,2,2,100,2021
LAKE,KERALA,25,29,6.9,8.2,6.5,7.0,24,29,1,1.5,0.3,0.3,2,27,14,79,2021
LAKE,KERALA,24,29,6.9,8.2,6.2,8.1,23,56,1,1.3,0.3,0.7,47,3500,84,5400,2021
LAKE,KERALA,25,29,6.9,8.2,6.4,7.7,21,48,1,1,0.3,0.3,2,120,12,400,2021
LAKE,KERALA,22,31,6.1,7.8,6.8,7.8,77,138,1,3.4,0.3,3.6,2,700,100,1200,2021
LAKE,KERALA,21,25,6.5,7.5,6.4,7.8,162,185,1,2,0.3,0.7,70,110,240,410,2021
LAKE,KERALA,26,27,5.2,7.1,5.7,6.9,105,165,1.7,3.8,0.3,0.3,200,700,700,1700,2021
LAKE,KERALA,27,31,3.4,7.8,6.3,7.9,200,42380,1,3.6,0.3,2.7,630,32000,1500,200000,2021
POND,KERALA,23,32,6.5,8.2,6.7,8.0,43,190,1,2.1,0.3,0.72,20,810,40,1300,2021
POND,KERALA,26,27,2.5,6.7,7,7.9,248,282,3.7,7.8,0.3,0.3,1000,2200,3100,7000,2021
POND,LAKSHADWEEP,27.9,31.3,-,-,7.1,9.2,229,515,-,-,0.32,0.32,2,2,2,2,2021
POND,LAKSHADWEEP,28,30,9,9,7.1,9.5,300,900,1,1,0.32,0.32,5,5,1600,1600,2021
POND,LAKSHADWEEP,28.1,31.1,-,-,6.4,7.6,658,824,-,-,-,-,-,-,-,-,2021
LAKE,"MADHYA 
PRADESH",19,24.3,6.8,7.9,7.4,8.8,326,512,1,2,0.54,4.42,2,2,43,63,2021
LAKE,"MADHYA 
PRADESH",20,24,7,7.8,7.1,8.4,325,573,1,1.3,0.02,1.01,2,2,40,58,2021
LAKE,"MADHYA 
PRADESH",17,28.2,5.8,7.3,7.1,8.2,280,764,2.7,6,0.3,0.77,2,110,43,920,2021
LAKE,"MADHYA 
PRADESH",19.2,32.9,6.7,7.9,7,8.1,204,288,1,1.6,0.35,1.18,2,2,33,47,2021
LAKE,"MADHYA 
PRADESH",20,32,6,8.6,6.8,8.1,215,524,1.4,8.4,0.33,9.17,2,180,49,24000,2021
LAKE,"MADHYA 
PRADESH",20,24,7,7.9,7.2,7.9,250,490,1.4,2.4,0.3,0.5,2,2,24,34,2021
LAKE,"MADHYA 
PRADESH",17,30,7.1,7.9,7.1,8.9,511,713,1,1.8,2.2,3,3,4,14,43,2021
LAKE,"MADHYA 
PRADESH",19,30,5.2,10.4,7.1,8.3,183,422,1,1.4,1.88,6.66,2,180,110,35000,2021
LAKE,"MADHYA 
PRADESH",16.6,27,7.1,8.3,7.2,8.1,238,411,1,1.9,0.13,0.4,2,4,8,48,2021
LAKE,"MADHYA 
PRADESH",22,30,4.3,7.1,7.2,8.5,243,702,1,2.9,0.05,0.47,2,2,4,38,2021
LAKE,"MADHYA 
PRADESH",19,33,4.7,8.3,7.2,8.0,226,509,1.2,8,3.8,15.23,2,920,150,120000,2021
LAKE,"MADHYA 
PRADESH",20,27,5.2,7.8,7.6,8.1,278,800,1.7,3.2,0.6,0.98,2,8,32,110,2021
LAKE,"MADHYA 
PRADESH",17,32,7,8,7.3,8.2,611,813,1.2,1.8,2.2,2.9,3,7,15,75,2021
LAKE,"MADHYA 
PRADESH",19,23.8,6.2,7.7,6.1,8.5,260,371,1,1.8,0.62,4.08,2,2,36,63,2021
LAKE,"MADHYA 
PRADESH",20,33,2,10.2,6.8,8.6,445,738,4.8,12,3.35,21.39,14,2100,280,220000,2021
LAKE,"MADHYA 
PRADESH",20,23,6.7,7.8,7.4,8.2,344,796,1,1.4,0.68,1.22,2,2,34,63,2021
LAKE,"MADHYA 
PRADESH",17,27.7,6,7.7,7.1,7.8,368,690,2.6,5,0.3,0.6,2,350,46,1600,2021
LAKE,"MADHYA 
PRADESH",19,32,4.1,8,7.4,8.1,211,285,1,1.7,2.22,5.03,2,3500,240,92000,2021
LAKE,"MADHYA 
PRADESH",19,32,5,8.1,7.2,7.7,208,305,1.1,4.2,2.43,3.9,2,4700,150,43000,2021
LAKE,"MADHYA 
PRADESH",20,32,5,8.6,7.3,8.1,205,256,1.2,4,2.25,5.01,2,2600,110,92000,2021
LAKE,"MADHYA 
PRADESH",20,31,4.7,8.6,7.3,8.2,210,288,1.1,3.6,2.03,4.75,2,3500,140,54000,2021
LAKE,"MADHYA 
PRADESH",20,24,6.6,7.9,7.6,8.5,493,743,1,2.2,0.65,1.12,2,2,40,70,2021
POND,"MADHYA 
PRADESH",20,24,6.9,7.8,7.4,8.4,327,424,1,1.3,0.54,1.92,2,2,33,403,2021
POND,"MADHYA 
PRADESH",16,30.3,6,7.6,7.3,7.9,220,612,1.8,4.4,0.3,2.3,2,120,17,1600,2021
POND,"MADHYA 
PRADESH",17.3,27.6,5.7,7.6,7.3,8.7,180,671,2.4,8,0.3,0.73,2,150,14,1600,2021
POND,"MADHYA 
PRADESH",17,27.9,5.3,7.6,7.2,7.9,260,636,2.3,4,0.3,0.73,2,70,41,1600,2021
POND,"MADHYA 
PRADESH",22,29,6.8,7.9,7.2,8.5,339,440,1.6,2.9,0.32,1,2,6,47,110,2021
POND,"MADHYA 
PRADESH",16.2,31,6.2,7.8,7.2,7.9,262,687,1.1,5.2,0.21,0.3,2,110,17,920,2021
POND,"MADHYA 
PRADESH",19,24,6.5,7.6,7.4,8.7,440,621,1.2,2.2,0.81,3.09,2,2,63,140,2021
POND,"MADHYA 
PRADESH",11.4,25,6.8,7.5,7.2,7.9,210,592,1.7,2.1,0.61,1.02,2,4,48,49,2021
POND,"MADHYA 
PRADESH",19,30,5.8,7.5,7.5,8.5,288,415,1,1.9,0.48,0.9,2,2,33,48,2021
POND,"MADHYA 
PRADESH",17,26,5.2,8.3,7.2,8.2,265,780,2.8,8,0.12,4.6,2,280,63,1600,2021
POND,"MADHYA 
PRADESH",15,36,6.5,7.6,7.1,7.5,203,530,1.4,1.8,0.32,3.17,-,-,-,-,2021
POND,"MADHYA 
PRADESH",20,23,0.3,7.8,7.544,8.2,5,529,1,1.2,0.61,1,2,2,33,49,2021
TANK,"MADHYA 
PRADESH",16.6,27.4,7,7.9,7.2,7.9,210,358,1,1.8,0.21,0.4,2,4,7,46,2021
LAKE,MANIPUR,18,28,6.6,7.6,6.4,7.5,180,205,2.7,3.5,-,-,25,65,70,120,2021
LAKE,MANIPUR,19,28,6.8,7.3,6.9,7.5,150,240,3,3.7,-,-,10,20,15,60,2021
LAKE,MANIPUR,19,28,6.5,7.6,6.8,7.5,130,210,2.9,3.6,-,-,10,75,60,105,2021
LAKE,MANIPUR,18.7,28,6.8,7.4,6.9,7.7,150,215,3.1,3.6,-,-,10,45,50,95,2021
LAKE,MANIPUR,20,28,6.9,7.6,7,7.4,130,286,3.2,3.6,-,-,5,25,30,60,2021
POND,MANIPUR,19,28,5.8,6.9,7,7.6,110,430,3.3,3.9,0.3,0.3,30,60,75,175,2021
POND,MANIPUR,20,28,6.2,7.5,7,7.5,80,450,3.2,3.9,-,-,35,70,70,120,2021
POND,MANIPUR,21,28,6.7,7.4,7.2,7.5,80,350,3.1,3.6,-,-,2,20,25,50,2021
POND,MANIPUR,21,28,6.5,7.5,7.1,7.5,90,300,3.2,3.7,-,-,2,40,35,70,2021
POND,MANIPUR,18,27,6.5,7.4,7.2,7.6,90,340,3,3.7,-,-,5,15,20,65,2021
POND,MANIPUR,21,28,5.4,6.8,6.9,7.7,150,350,3.3,4.4,-,-,40,70,105,185,2021
POND,MANIPUR,21,28,5.5,7.1,7,7.7,150,660,3.4,4.1,-,-,35,65,85,170,2021
POND,MANIPUR,21,28,5.3,7,6.9,7.6,280,610,3.4,4.6,-,-,60,95,215,310,2021
POND,MANIPUR,20,27,6.4,7.1,6.8,7.4,90,320,3.2,3.7,-,-,20,40,50,110,2021
POND,MANIPUR,20,28,6,7.8,6.9,7.5,120,230,3,3.9,-,-,10,50,35,160,2021
POND,MANIPUR,20,28,6.2,7.8,7,7.6,80,175,2.9,3.6,-,-,2,15,15,50,2021
POND,MANIPUR,21,27,6.6,7.8,7.3,7.6,80,190,2.8,3.7,-,-,10,62,20,75,2021
POND,MANIPUR,21,28,6.7,7.7,7.1,7.6,80,350,3.2,3.6,-,-,10,30,30,95,2021
LAKE,MEGHALAYA,17.1,29,6.5,7,6.9,7.3,61,78,1.5,2.2,0.42,0.56,110,170,450,540,2021
LAKE,MEGHALAYA,12,21,6.8,7.6,6.9,7.3,37,70,1.4,1.9,0.32,0.52,10,17,130,170,2021
LAKE,MEGHALAYA,15,23.1,5.7,6.8,7,7.8,74,117,5.2,7.8,0.32,1.12,380,420,1100,1700,2021
LAKE,MEGHALAYA,15,23,5.5,6.8,7.1,7.8,73,105,4.8,7.5,0.35,1.02,310,410,830,1300,2021
LAKE,MEGHALAYA,14,23.1,4.5,5.9,7.2,7.9,77,250,6,9,0.32,1.22,350,520,920,2100,2021
LAKE,MEGHALAYA,15,23.2,5.6,6.6,6.8,7.8,69,130,5.3,7,0.32,0.66,340,460,940,1700,2021
LAKE,MEGHALAYA,14,26,6,7.8,7,7.8,110,145,2.1,3.6,0.32,0.79,70,120,350,490,2021
LAKE,MIZORAM,13,22,6.7,12.7,6.4,7.6,58,283,1,2.2,0.02,0.03,-,-,-,-,2021
POND,MIZORAM,16,29,4.1,9.5,6.6,7.8,234,422,1.2,3.2,0.03,0.12,-,-,-,-,2021
POND,MIZORAM,20,30,5,8.9,7.1,7.7,195,347,1.2,2.9,0.02,0.06,-,-,-,-,2021
TANK,MIZORAM,17,22,6.8,9.2,6.7,7.8,34,379,1,2.6,0.02,0.03,-,-,-,-,2021
LAKE,NAGALAND,19,34.3,3.2,6.2,6.5,8.0,88,550,1.5,2.6,0.3,1.7,-,-,-,-,2021
LAKE,NAGALAND,19,41,1.4,6.8,2,7.8,72,250,1.3,2.8,0.6,1.6,-,-,-,-,2021
LAKE,ODISHA,19,35,5.2,7.5,6.6,8.0,111,184,1.2,2.6,0.32,0.62,700,4900,2400,17000,2021
LAKE,ODISHA,20,33,4,7.7,6.5,8.2,96,223,1.1,2.2,0.32,1.15,130,2300,790,9200,2021
LAKE,ODISHA,20,34,6.2,7.8,6.5,8.5,102,181,1.1,1.9,0.32,1.02,130,3500,490,16000,2021
LAKE,ODISHA,20,32,5.8,7.8,6.9,8.4,117,259,1.1,2.3,0.32,1.22,220,1700,1300,4700,2021
LAKE,ODISHA,14,32,5.6,11,6.9,8.5,106,40520,1.3,2.7,0.32,1.66,2,2300,2,4900,2021
LAKE,ODISHA,20,32,5.8,9.6,6.9,8.4,2930,42780,1.2,1.9,0.35,1.59,2,1700,20,3500,2021
LAKE,ODISHA,13,30,3,11.5,7.9,8.5,147,945,1.9,6,0.32,2.12,110,1700,460,3500,2021
POND,ODISHA,22,33,4.1,9.1,6.5,8.0,236,420,1.1,2.8,0.32,1.52,2,24000,170,54000,2021
POND,ODISHA,25,34,2,11.9,7.6,9.4,283,561,3.8,5.7,0.32,1.72,20,35000,45,54000,2021
POND,ODISHA,12,29,5.7,6.4,7.1,7.6,216,402,1.4,2.7,0.32,1.84,140,160000,490,160000,2021
POND,ODISHA,25,34,3.2,12.5,7.4,9.4,380,688,3.4,8.3,0.35,8.62,45,13000,45,24000,2021
POND,ODISHA,25,34,4.2,15.7,7.7,9.5,356,961,3.6,8.2,0.32,2.92,130,1300,490,9200,2021
POND,ODISHA,25,35,2.1,11.1,6.9,9.3,332,599,3.3,12,0.32,3.46,45,2400,130,5400,2021
POND,ODISHA,22,26,2.8,12.6,7.3,8.4,392,1334,3.4,9.5,0.32,11.52,130,1300,490,2800,2021
POND,ODISHA,23,35,3.3,15.6,7.5,9.3,298,745,3.6,8,0.32,13.34,45,2400,170,4300,2021
LAKE,PUDUCHERRY,28,33,5.2,5.6,7.1,7.5,198,375,1,2.5,0.32,1.22,2,23,350,1600,2021
LAKE,PUDUCHERRY,29,33,6.7,14.1,7.6,9.1,570,1682,2.8,30,0.32,4.3,110,500,900,1600,2021
LAKE,PUDUCHERRY,28,32,5.1,9.3,6.3,8.0,197,283,1,2.3,0.32,0.82,2,110,2,1600,2021
LAKE,PUNJAB,15,29,6.7,9,7.6,8.1,207,295,1,2.7,0.6,2.9,320,1300,910,3300,2021
LAKE,PUNJAB,15,29,5.9,9.4,7.5,8.1,188,340,1,3.8,0.6,5.6,110,1700,490,4100,2021
LAKE,PUNJAB,7,37,7,8.2,7.5,8.3,135,234,1,1,0.3,0.7,20,40,79,140,2021
LAKE,RAJASTHAN,23,28,5.9,7.3,7.8,8.7,590,867,1.9,2.8,1.84,6.42,39,93,75,210,2021
LAKE,RAJASTHAN,24,29,4.4,5.2,7.9,8.9,730,11113,1.8,4.1,3.09,8.22,150,460,460,1100,2021
LAKE,RAJASTHAN,20,28,4.9,5.8,7.6,8.5,480,1283,1.1,3.3,1.84,6.22,240,460,460,1100,2021
LAKE,RAJASTHAN,29,29,4,4.4,7.2,7.2,110,279,1,1.4,0.74,1.26,23,93,64,150,2021
LAKE,RAJASTHAN,23,28,7.1,7.8,8.3,9.0,530,777,1.2,2.1,1.66,3.54,23,75,75,150,2021
LAKE,RAJASTHAN,24,28,7.2,7.8,8.4,8.9,520,665,1.3,2.4,1.42,3.37,39,75,64,150,2021
LAKE,RAJASTHAN,18,30,0.5,4.4,8.5,9.2,1210,2670,3.2,5.9,2.5,10.32,93,460,210,1100,2021
LAKE,RAJASTHAN,19,33,3.7,4.4,7.4,8.6,270,435,2.3,3.2,1.56,4.08,150,240,460,460,2021
LAKE,RAJASTHAN,21,26,6.9,9,7.3,8.5,270,408,1,2.1,0.64,2.61,23,93,64,150,2021
LAKE,RAJASTHAN,18,32,2.1,6.6,7.7,8.6,460,1177,2.1,4.1,1.82,7.84,150,460,240,1100,2021
LAKE,RAJASTHAN,14,25.5,4.4,6.7,7.6,8.3,230,420,1.3,3.4,1.37,3.84,64,150,120,210,2021
LAKE,RAJASTHAN,20,28,3.3,7.2,7.6,8.9,460,1154,2,3.9,1.78,3.53,75,240,150,460,2021
LAKE,RAJASTHAN,22,29,5.8,6.2,7.5,8.5,440,607,1.5,2.3,1.72,5.42,23,39,39,75,2021
LAKE,RAJASTHAN,19,29,3.6,8.5,7.3,8.0,220,390,2.2,4.5,1.26,5.36,23,93,93,150,2021
LAKE,RAJASTHAN,17,26,5.2,7.7,8.2,8.9,460,790,1.5,2.6,1.12,3.53,23,150,93,240,2021
LAKE,RAJASTHAN,17,27,4.6,7.2,8.3,9.3,450,771,1.2,2.6,1.43,4.68,75,240,120,460,2021
LAKE,RAJASTHAN,20,30,5.2,6.6,7.1,8.9,160,292,1,1.7,1.04,2.67,14,75,20,150,2021
LAKE,RAJASTHAN,20,27,4.1,5.7,8,8.9,460,790,1,2.4,2.05,3.52,4,93,120,210,2021
LAKE,RAJASTHAN,20,28,4.6,6,7.3,8.5,1170,1963,1.4,3.1,2.7,7.92,93,150,150,240,2021
POND,RAJASTHAN,23,27,7.1,7.9,7.2,8.4,380,532,1.4,2.4,1.56,3.69,23,64,64,120,2021
LAKE,TAMIL NADU,17,28,6,7,6.7,7.5,96,147,2,3,0.32,0.95,14,36,25,96,2021
LAKE,TAMIL NADU,26,40,6,8.9,7,8.1,475,745,2,3,0.32,0.52,2,2,2,68,2021
LAKE,TAMIL NADU,27,37,6,7,7.3,8.0,929,1410,2,4,0.32,0.62,2,78,4,230,2021
LAKE,TAMIL NADU,25,36,5,6.9,6.9,8.2,8330,59400,2,4,0.32,1.5,2,45,4,230,2021
LAKE,TAMIL NADU,25,33,5.1,7.1,6.6,8.0,432,660,2,4,0.32,0.62,2,20,2,200,2021
LAKE,TAMIL NADU,17,31,5.7,7.2,6.1,7.1,339,492,1,4.5,0.32,0.33,38,120,120,330,2021
LAKE,TAMIL NADU,23,30,6,6.4,6.8,7.9,349,684,1,3,0.32,0.82,23,46,58,120,2021
LAKE,TAMIL NADU,20,30,5.3,7,6,7.8,242,371,1,2.2,0.32,0.33,31,120,110,260,2021
TANK,TAMIL NADU,25,39,5,6.7,6.8,7.4,946,2032,2,4,0.32,1.18,2,20,2,110,2021
LAKE,TELANGANA,20,24,0.3,4.4,6.6,8.4,659,1451,3,16,3.2,7.6,2,23,80,540,2021
LAKE,TELANGANA,28,29,0.3,1.3,7.1,8.1,1145,1680,5.8,16,2.7,24.7,14,58,240,430,2021
LAKE,TELANGANA,27,27,2,3.8,7.1,8.2,732,877,3,9,3.2,6.2,14,63,140,540,2021
LAKE,TELANGANA,27,29,0.7,4.1,7.1,8.5,655,1457,3.4,12,0.7,38,9,36,140,430,2021
LAKE,TELANGANA,28,32,0.3,0.3,7,7.9,995,1519,6.4,16,3.5,14.8,13,94,280,540,2021
LAKE,TELANGANA,23,30,0.3,4.1,7.3,8.4,688,1191,2.6,6.8,3.6,14.2,7,39,170,540,2021
LAKE,TELANGANA,20,28,0.3,0.3,6.7,7.9,783,1246,6,18,1.2,10.8,11,70,210,540,2021
LAKE,TELANGANA,23,30,0.3,2,7.1,8.5,1042,1318,4,12,4.6,12.4,21,63,280,920,2021
LAKE,TELANGANA,24,25,5.7,6.9,6.4,7.5,385,750,2.1,3,4.09,7.1,10,17,110,240,2021
LAKE,TELANGANA,20,30,0.3,2.9,7,8.3,1024,1528,4,20,5.2,17.7,17,36,240,540,2021
LAKE,TELANGANA,27,29,0.3,3.9,7,8.3,1146,1888,2.1,14,2.1,12.8,11,63,170,540,2021
LAKE,TELANGANA,20,29,1,5.1,7,8.6,846,987,3,6,3.8,356,6,33,21,540,2021
LAKE,TELANGANA,28,30,0.3,2.2,7.2,8.2,1080,1732,6,12,2.2,18,21,63,280,540,2021
LAKE,TELANGANA,27,30,2.2,5,7.3,8.5,377,572,2.1,6,0.3,4,2,33,28,540,2021
LAKE,TELANGANA,22,30,0.3,3.8,7.1,8.2,1048,1821,3.2,18,0.3,16.8,13,79,94,540,2021
LAKE,TELANGANA,25,30,0.8,3.2,7.6,8.5,1042,1476,3,6,1,14,7,54,280,540,2021
LAKE,TELANGANA,20,32,0.3,4.1,7.1,8.4,999,1323,3,10,2.6,10.3,10,34,220,540,2021
LAKE,TELANGANA,20,30,0.3,3.9,7,8.5,830,1313,4,14,6.2,39,8,33,170,540,2021
LAKE,TELANGANA,21,30,0.3,0.3,7.1,8.4,961,1685,6,10,2.1,7,21,84,430,540,2021
LAKE,TELANGANA,20,29,4.9,6.2,7.3,8.1,388,526,2.1,2.6,0.3,1.2,2,4,2,110,2021
LAKE,TELANGANA,28,35,0.3,0.9,7,8.4,1773,3194,6,22,5.2,29,26,120,350,920,2021
LAKE,TELANGANA,23.2,32,0.3,2.4,7.4,8.0,1044,1410,5.8,8,1.8,14.6,39,120,430,920,2021
